159.571	-7.00
159.963	3.00
160.354	9.00
160.746	12.00
161.137	7.00
161.528	-1.00
161.920	3.00
162.311	7.00
162.703	-2.00
163.094	-2.00
163.485	2.00
163.877	2.00
164.268	16.00
164.660	-2.00
165.051	18.00
165.442	-2.00
165.834	9.00
166.225	6.00
166.616	0.00
167.007	9.00
167.399	-12.00
167.790	8.00
168.181	-1.00
168.573	5.00
168.964	6.00
169.355	5.00
169.746	3.00
170.138	8.00
170.529	-2.00
170.920	-8.00
171.311	-13.00
171.702	-10.00
172.094	0.00
172.485	0.00
172.876	-1.00
173.267	-4.00
173.658	-8.00
174.050	2.00
174.441	0.00
174.832	1.00
175.223	-9.00
175.614	6.00
176.005	-3.00
176.396	-3.00
176.787	13.00
177.179	-4.00
177.570	10.00
177.961	2.00
178.352	3.00
178.743	1.00
179.134	0.00
179.525	12.00
179.916	-3.00
180.307	14.00
180.698	9.00
181.089	0.00
181.480	-6.00
181.871	1.00
182.262	-2.00
182.653	-9.00
183.044	-9.00
183.435	5.00
183.826	6.00
184.217	12.00
184.608	11.00
184.999	3.00
185.390	1.00
185.781	3.00
186.172	-2.00
186.563	3.00
186.954	-9.00
187.345	0.00
187.736	2.00
188.126	3.00
188.517	2.00
188.908	-4.00
189.299	10.00
189.690	5.00
190.081	2.00
190.472	-3.00
190.862	3.00
191.253	-6.00
191.644	-4.00
192.035	6.00
192.426	7.00
192.817	-3.00
193.207	4.00
193.598	3.00
193.989	0.00
194.380	-3.00
194.771	3.00
195.161	1.00
195.552	11.00
195.943	2.00
196.334	5.00
196.724	0.00
197.115	3.00
197.506	-4.00
197.897	-8.00
198.287	6.00
198.678	4.00
199.069	13.00
199.459	5.00
199.850	-6.00
200.241	-1.00
200.632	1.00
201.022	8.00
201.413	-3.00
201.804	2.00
202.194	-3.00
202.585	0.00
202.976	-1.00
203.366	8.00
203.757	6.00
204.147	5.00
204.538	8.00
204.929	5.00
205.319	-2.00
205.710	-3.00
206.101	1.00
206.491	-14.00
206.882	8.00
207.272	1.00
207.663	10.00
208.053	4.00
208.444	-6.00
208.835	1.00
209.225	10.00
209.616	5.00
210.006	-11.00
210.397	1.00
210.787	9.00
211.178	-7.00
211.568	-3.00
211.959	2.00
212.349	1.00
212.740	1.00
213.130	0.00
213.521	7.00
213.911	-2.00
214.302	8.00
214.692	-3.00
215.083	1.00
215.473	8.00
215.864	5.00
216.254	3.00
216.645	2.00
217.035	2.00
217.426	-5.00
217.816	8.00
218.206	1.00
218.597	4.00
218.987	3.00
219.378	11.00
219.768	5.00
220.159	0.00
220.549	4.00
220.939	-15.00
221.330	6.00
221.720	-18.00
222.111	5.00
222.501	-3.00
222.891	6.00
223.282	9.00
223.672	-13.00
224.062	1.00
224.453	7.00
224.843	-2.00
225.233	-8.00
225.624	-3.00
226.014	-5.00
226.404	1.00
226.795	-2.00
227.185	6.00
227.575	-1.00
227.966	-1.00
228.356	-7.00
228.746	-1.00
229.137	0.00
229.527	-8.00
229.917	16.00
230.308	0.00
230.698	11.00
231.088	11.00
231.478	1.00
231.869	9.00
232.259	-1.00
232.649	0.00
233.040	9.00
233.430	-5.00
233.820	8.00
234.210	-1.00
234.601	9.00
234.991	4.00
235.381	-7.00
235.771	10.00
236.161	-6.00
236.552	1.00
236.942	-7.00
237.332	-2.00
237.722	1.00
238.113	5.00
238.503	10.00
238.893	2.00
239.283	-4.00
239.673	4.00
240.064	3.00
240.454	-7.00
240.844	5.00
241.234	-5.00
241.624	2.00
242.014	-6.00
242.405	14.00
242.795	5.00
243.185	1.00
243.575	3.00
243.965	-2.00
244.355	9.00
244.746	0.00
245.136	5.00
245.526	-2.00
245.916	-2.00
246.306	11.00
246.696	-8.00
247.086	8.00
247.477	4.00
247.867	10.00
248.257	9.00
248.647	-2.00
249.037	5.00
249.427	-5.00
249.817	9.00
250.207	8.00
250.598	-3.00
250.988	5.00
251.378	0.00
251.768	-1.00
252.158	-2.00
252.548	1.00
252.938	5.00
253.328	6.00
253.718	3.00
254.108	2.00
254.498	-4.00
254.888	3.00
255.279	-2.00
255.669	-9.00
256.059	1.00
256.449	-19.00
256.839	12.00
257.229	-1.00
257.619	4.00
